No.,Time,Source,Destination,Protocol,Length,Sequence Number (raw),Acknowledgment number (raw),Acknowledgment Number,Sequence Number,Info
56546,126.953660758,192.168.0.100,128.135.11.239,TLSv1.3,170,3440791029.0,2249676777.0,56665.0,1853.0,Application Data
56547,126.953666441,192.168.0.100,128.135.11.239,TCP,146,3440791053.0,2249676777.0,56665.0,1877.0,"49762  >  443 [FIN, ACK] Seq=1877 Ack=56665 Win=131072 Len=0 TSval=3311320094 TSecr=80264902"
56555,126.956231576,128.135.11.239,192.168.0.100,TCP,146,2249676777.0,3440791053.0,1877.0,56665.0,443  >  49762 [ACK] Seq=56665 Ack=1877 Win=64128 Len=0 TSval=80264942 TSecr=3311320094
56556,126.956237296,128.135.11.239,192.168.0.100,TCP,146,2249676777.0,3440791054.0,1878.0,56665.0,443  >  49762 [ACK] Seq=56665 Ack=1878 Win=64128 Len=0 TSval=80264942 TSecr=3311320094
56601,126.982560577,128.135.11.239,192.168.0.100,TLSv1.3,170,1857272321.0,2375698091.0,1725.0,86896.0,Application Data
56602,126.982566475,128.135.11.239,192.168.0.100,TCP,146,1857272345.0,2375698091.0,1725.0,86920.0,"443  >  49763 [FIN, ACK] Seq=86920 Ack=1725 Win=64128 Len=0 TSval=80264968 TSecr=4078516150"
56606,126.983716641,192.168.0.100,128.135.11.239,TCP,146,2375698091.0,1857272346.0,86921.0,1725.0,49763  >  443 [ACK] Seq=1725 Ack=86921 Win=131008 Len=0 TSval=4078521147 TSecr=80264968
56611,126.985240132,192.168.0.100,128.135.11.239,TLSv1.3,170,2375698091.0,1857272346.0,86921.0,1725.0,Application Data
56612,126.985245821,192.168.0.100,128.135.11.239,TCP,146,2375698115.0,1857272346.0,86921.0,1749.0,"49763  >  443 [FIN, ACK] Seq=1749 Ack=86921 Win=131072 Len=0 TSval=4078521147 TSecr=80264968"
56615,126.985632898,192.168.0.100,128.135.11.239,TCP,170,2375698091.0,1857272346.0,86921.0,1725.0,"[TCP Out-Of-Order] 49763  >  443 [PSH, ACK] Seq=1725 Ack=86921 Win=131072 Len=24 TSval=4078521147 TSecr=80264968"
56616,126.985639052,192.168.0.100,128.135.11.239,TCP,146,2375698115.0,1857272346.0,86921.0,1749.0,"[TCP Retransmission] 49763  >  443 [FIN, ACK] Seq=1749 Ack=86921 Win=131072 Len=0 TSval=4078521147 TSecr=80264968"
56620,126.985684429,128.135.11.239,192.168.0.100,TCP,170,1857272321.0,2375698091.0,1725.0,86896.0,"[TCP Spurious Retransmission] 443  >  49763 [PSH, ACK] Seq=86896 Ack=1725 Win=64128 Len=24 TSval=80264968 TSecr=4078516150"
56621,126.985689318,128.135.11.239,192.168.0.100,TCP,146,1857272345.0,2375698091.0,1725.0,86920.0,"[TCP Retransmission] 443  >  49763 [FIN, ACK] Seq=86920 Ack=1725 Win=64128 Len=0 TSval=80264968 TSecr=4078516150"
56623,126.986257915,128.135.11.239,192.168.0.100,TCP,146,1857272346.0,2375698115.0,1749.0,86921.0,443  >  49763 [ACK] Seq=86921 Ack=1749 Win=64128 Len=0 TSval=80264974 TSecr=4078521147
56625,126.986287632,128.135.11.239,192.168.0.100,TCP,146,1857272346.0,2375698116.0,1750.0,86921.0,443  >  49763 [ACK] Seq=86921 Ack=1750 Win=64128 Len=0 TSval=80264974 TSecr=4078521147
57552,131.406850265,192.168.0.100,142.250.191.196,TCP,134,547794364.0,2351915167.0,1294.0,396.0,[TCP Keep-Alive] 49714  >  80 [ACK] Seq=396 Ack=1294 Win=131072 Len=0
57561,131.409093739,142.250.191.196,192.168.0.100,TCP,146,2351915167.0,547794365.0,397.0,1294.0,[TCP Keep-Alive ACK] 80  >  49714 [ACK] Seq=1294 Ack=397 Win=66816 Len=0 TSval=1944269982 TSecr=1301939509
57791,132.474709957,192.168.0.100,104.123.153.192,TCP,134,1480848727.0,2584215492.0,6224.0,3003.0,[TCP Keep-Alive] 49685  >  80 [ACK] Seq=3003 Ack=6224 Win=131072 Len=0
57803,132.478397649,104.123.153.192,192.168.0.100,TCP,146,2584215492.0,1480848728.0,3004.0,6224.0,[TCP Keep-Alive ACK] 80  >  49685 [ACK] Seq=6224 Ack=3004 Win=64128 Len=0 TSval=1643485650 TSecr=2575931418
57898,132.999326528,192.168.0.100,128.135.11.239,TCP,158,1188963433.0,0.0,0.0,0.0,"49764  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3955822251 TSecr=0 SACK_PERM"
57904,133.002506192,128.135.11.239,192.168.0.100,TCP,154,3067121232.0,1188963434.0,1.0,0.0,"443  >  49764 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=80270988 TSecr=3955822251 WS=128"
57908,133.003453919,192.168.0.100,128.135.11.239,TCP,146,1188963434.0,3067121233.0,1.0,1.0,49764  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=3955822261 TSecr=80270988
57911,133.003641089,192.168.0.100,128.135.11.239,TCP,146,1188963434.0,3067121233.0,1.0,1.0,[TCP Dup ACK 57908#1] 49764  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=3955822261 TSecr=80270988
57921,133.008665209,192.168.0.100,128.135.11.239,TLSv1.3,865,1188963434.0,3067121233.0,1.0,1.0,Client Hello
57923,133.009529151,128.135.11.239,192.168.0.100,TCP,146,3067121233.0,1188964153.0,720.0,1.0,443  >  49764 [ACK] Seq=1 Ack=720 Win=64512 Len=0 TSval=80270997 TSecr=3955822265
57925,133.010699809,128.135.11.239,192.168.0.100,TLSv1.3,406,3067121233.0,1188964153.0,720.0,1.0,"Server Hello, Change Cipher Spec, Application Data, Application Data"
57929,133.014072882,192.168.0.100,128.135.11.239,TCP,146,1188964153.0,3067121493.0,261.0,720.0,49764  >  443 [ACK] Seq=720 Ack=261 Win=131456 Len=0 TSval=3955822268 TSecr=80270998
57930,133.014078686,192.168.0.100,128.135.11.239,TLSv1.3,226,1188964153.0,3067121493.0,261.0,720.0,"Change Cipher Spec, Application Data"
57934,133.014538213,192.168.0.100,128.135.11.239,TLSv1.3,729,1188964233.0,3067121493.0,261.0,800.0,Application Data
57936,133.014566432,128.135.11.239,192.168.0.100,TCP,146,3067121493.0,1188964233.0,800.0,261.0,443  >  49764 [ACK] Seq=261 Ack=800 Win=64512 Len=0 TSval=80271002 TSecr=3955822269
57938,133.015201744,128.135.11.239,192.168.0.100,TLSv1.3,465,3067121493.0,1188964233.0,800.0,261.0,Application Data
57940,133.016210642,128.135.11.239,192.168.0.100,TCP,146,3067121812.0,1188964816.0,1383.0,580.0,443  >  49764 [ACK] Seq=580 Ack=1383 Win=64000 Len=0 TSval=80271003 TSecr=3955822269
57944,133.016243457,192.168.0.100,128.135.11.239,TCP,146,1188964816.0,3067121812.0,580.0,1383.0,49764  >  443 [ACK] Seq=1383 Ack=580 Win=131136 Len=0 TSval=3955822271 TSecr=80271003
57946,133.016326194,128.135.11.239,192.168.0.100,TLSv1.3,1224,3067121812.0,1188964816.0,1383.0,580.0,Application Data
57950,133.017345334,192.168.0.100,128.135.11.239,TCP,146,1188964816.0,3067122890.0,1658.0,1383.0,49764  >  443 [ACK] Seq=1383 Ack=1658 Win=130048 Len=0 TSval=3955822272 TSecr=80271004
57961,133.048706934,192.168.0.100,128.135.11.239,TLSv1.3,611,1188964816.0,3067122890.0,1658.0,1383.0,Application Data
57963,133.04946489,128.135.11.239,192.168.0.100,TCP,146,3067122890.0,1188965281.0,1848.0,1658.0,443  >  49764 [ACK] Seq=1658 Ack=1848 Win=64128 Len=0 TSval=80271037 TSecr=3955822303
57967,133.05026678,192.168.0.100,128.135.11.239,TCP,158,1061707665.0,0.0,0.0,0.0,"49765  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3314162615 TSecr=0 SACK_PERM"
57969,133.050743457,128.135.11.239,192.168.0.100,TLSv1.3,1594,3067122890.0,1188965281.0,1848.0,1658.0,Application Data
57973,133.051006179,192.168.0.100,128.135.11.239,TCP,158,1218330704.0,0.0,0.0,0.0,"49766  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3939255162 TSecr=0 SACK_PERM"
57976,133.05174742,128.135.11.239,192.168.0.100,TCP,1594,3067124338.0,1188965281.0,1848.0,3106.0,"443  >  49764 [PSH, ACK] Seq=3106 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303 [TCP segment of a reassembled PDU]"
57977,133.051761049,128.135.11.239,192.168.0.100,TCP,1594,3067125786.0,1188965281.0,1848.0,4554.0,443  >  49764 [ACK] Seq=4554 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303 [TCP segment of a reassembled PDU]
57978,133.051765619,128.135.11.239,192.168.0.100,TCP,1594,3067127234.0,1188965281.0,1848.0,6002.0,"443  >  49764 [PSH, ACK] Seq=6002 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303 [TCP segment of a reassembled PDU]"
57979,133.051773557,128.135.11.239,192.168.0.100,TCP,1594,3067128682.0,1188965281.0,1848.0,7450.0,443  >  49764 [ACK] Seq=7450 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303 [TCP segment of a reassembled PDU]
57980,133.051778257,128.135.11.239,192.168.0.100,TCP,1594,3067130130.0,1188965281.0,1848.0,8898.0,"443  >  49764 [PSH, ACK] Seq=8898 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303 [TCP segment of a reassembled PDU]"
57981,133.05178424,128.135.11.239,192.168.0.100,TCP,1594,3067131578.0,1188965281.0,1848.0,10346.0,443  >  49764 [ACK] Seq=10346 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303 [TCP segment of a reassembled PDU]
57985,133.052033061,192.168.0.100,128.135.11.239,TCP,158,1218330704.0,0.0,0.0,0.0,"[TCP Retransmission] [TCP Port numbers reused] 49766  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=3939255162 TSecr=0 SACK_PERM"
57986,133.052041662,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067124338.0,3106.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=3106 Win=129600 Len=0 TSval=3955822305 TSecr=80271038
57990,133.052397642,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067127234.0,6002.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=6002 Win=128128 Len=0 TSval=3955822305 TSecr=80271038
57991,133.052403161,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067127234.0,6002.0,1848.0,[TCP Window Update] 49764  >  443 [ACK] Seq=1848 Ack=6002 Win=131072 Len=0 TSval=3955822305 TSecr=80271038
57992,133.052407369,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067128682.0,7450.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=7450 Win=129600 Len=0 TSval=3955822305 TSecr=80271038
57996,133.053600695,128.135.11.239,192.168.0.100,TCP,1594,3067124338.0,1188965281.0,1848.0,3106.0,"[TCP Spurious Retransmission] 443  >  49764 [PSH, ACK] Seq=3106 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303"
57997,133.053615903,128.135.11.239,192.168.0.100,TCP,1594,3067125786.0,1188965281.0,1848.0,4554.0,[TCP Spurious Retransmission] 443  >  49764 [ACK] Seq=4554 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303
57998,133.053624305,128.135.11.239,192.168.0.100,TCP,1594,3067127234.0,1188965281.0,1848.0,6002.0,"[TCP Spurious Retransmission] 443  >  49764 [PSH, ACK] Seq=6002 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303"
57999,133.053628744,128.135.11.239,192.168.0.100,TCP,1594,3067128682.0,1188965281.0,1848.0,7450.0,[TCP Out-Of-Order] 443  >  49764 [ACK] Seq=7450 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303 [TCP segment of a reassembled PDU]
58000,133.053634592,128.135.11.239,192.168.0.100,TCP,1594,3067130130.0,1188965281.0,1848.0,8898.0,"[TCP Out-Of-Order] 443  >  49764 [PSH, ACK] Seq=8898 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303 [TCP segment of a reassembled PDU]"
58001,133.053640188,128.135.11.239,192.168.0.100,TCP,1594,3067131578.0,1188965281.0,1848.0,10346.0,[TCP Retransmission] 443  >  49764 [ACK] Seq=10346 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303
58002,133.053645975,128.135.11.239,192.168.0.100,TCP,1594,3067133026.0,1188965281.0,1848.0,11794.0,"443  >  49764 [PSH, ACK] Seq=11794 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303 [TCP segment of a reassembled PDU]"
58003,133.053651642,128.135.11.239,192.168.0.100,TCP,1594,3067134474.0,1188965281.0,1848.0,13242.0,443  >  49764 [ACK] Seq=13242 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303 [TCP segment of a reassembled PDU]
58004,133.053659195,128.135.11.239,192.168.0.100,TCP,1594,3067135922.0,1188965281.0,1848.0,14690.0,"443  >  49764 [PSH, ACK] Seq=14690 Ack=1848 Win=64128 Len=1448 TSval=80271038 TSecr=3955822303 [TCP segment of a reassembled PDU]"
58005,133.053663695,128.135.11.239,192.168.0.100,TCP,154,1919552868.0,1061707666.0,1.0,0.0,"443  >  49765 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=80271039 TSecr=3314162615 WS=128"
58017,133.057560275,128.135.11.239,192.168.0.100,TCP,154,2418499273.0,1218330705.0,1.0,0.0,"443  >  49766 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=80271040 TSecr=3939255162 WS=128"
58018,133.057569178,128.135.11.239,192.168.0.100,TCP,1594,3067137370.0,1188965281.0,1848.0,16138.0,443  >  49764 [ACK] Seq=16138 Ack=1848 Win=64128 Len=1448 TSval=80271040 TSecr=3955822305 [TCP segment of a reassembled PDU]
58019,133.057574427,128.135.11.239,192.168.0.100,TLSv1.3,1594,3067138818.0,1188965281.0,1848.0,17586.0,Application Data
58020,133.05823659,128.135.11.239,192.168.0.100,TCP,1594,3067140266.0,1188965281.0,1848.0,19034.0,443  >  49764 [ACK] Seq=19034 Ack=1848 Win=64128 Len=1448 TSval=80271041 TSecr=3955822305 [TCP segment of a reassembled PDU]
58021,133.058259257,128.135.11.239,192.168.0.100,TCP,1594,3067141714.0,1188965281.0,1848.0,20482.0,443  >  49764 [ACK] Seq=20482 Ack=1848 Win=64128 Len=1448 TSval=80271041 TSecr=3955822305 [TCP segment of a reassembled PDU]
58022,133.058265778,128.135.11.239,192.168.0.100,TCP,1594,3067143162.0,1188965281.0,1848.0,21930.0,443  >  49764 [ACK] Seq=21930 Ack=1848 Win=64128 Len=1448 TSval=80271041 TSecr=3955822305 [TCP segment of a reassembled PDU]
58023,133.058271335,128.135.11.239,192.168.0.100,TCP,1594,3067144610.0,1188965281.0,1848.0,23378.0,"443  >  49764 [PSH, ACK] Seq=23378 Ack=1848 Win=64128 Len=1448 TSval=80271041 TSecr=3955822305 [TCP segment of a reassembled PDU]"
58024,133.058276947,128.135.11.239,192.168.0.100,TCP,1594,3067146058.0,1188965281.0,1848.0,24826.0,443  >  49764 [ACK] Seq=24826 Ack=1848 Win=64128 Len=1448 TSval=80271041 TSecr=3955822305 [TCP segment of a reassembled PDU]
58025,133.058281627,128.135.11.239,192.168.0.100,TCP,1594,3067147506.0,1188965281.0,1848.0,26274.0,"443  >  49764 [PSH, ACK] Seq=26274 Ack=1848 Win=64128 Len=1448 TSval=80271041 TSecr=3955822305 [TCP segment of a reassembled PDU]"
58030,133.063640697,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067133026.0,11794.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=11794 Win=126720 Len=0 TSval=3955822306 TSecr=80271038
58031,133.063645633,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067133026.0,11794.0,1848.0,[TCP Window Update] 49764  >  443 [ACK] Seq=1848 Ack=11794 Win=131072 Len=0 TSval=3955822306 TSecr=80271038
58035,133.064265388,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067135922.0,14690.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=14690 Win=128128 Len=0 TSval=3955822307 TSecr=80271038
58036,133.064279126,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067137370.0,16138.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=16138 Win=126720 Len=0 TSval=3955822307 TSecr=80271038
58037,133.064282858,192.168.0.100,128.135.11.239,TCP,146,1061707666.0,1919552869.0,1.0,1.0,49765  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=3314162618 TSecr=80271039
58038,133.064286552,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067137370.0,16138.0,1848.0,[TCP Window Update] 49764  >  443 [ACK] Seq=1848 Ack=16138 Win=131072 Len=0 TSval=3955822307 TSecr=80271038
58039,133.064294409,192.168.0.100,128.135.11.239,TLSv1.3,865,1061707666.0,1919552869.0,1.0,1.0,Client Hello
58040,133.064299021,192.168.0.100,128.135.11.239,TCP,146,1218330705.0,2418499274.0,1.0,1.0,49766  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=3939255168 TSecr=80271040
58041,133.064307532,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067138818.0,17586.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=17586 Win=129600 Len=0 TSval=3955822310 TSecr=80271040
58042,133.064311848,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067140266.0,19034.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=19034 Win=128128 Len=0 TSval=3955822310 TSecr=80271040
58043,133.064316079,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067141714.0,20482.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=20482 Win=126720 Len=0 TSval=3955822310 TSecr=80271041
58044,133.064320396,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067143162.0,21930.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=21930 Win=127488 Len=0 TSval=3955822310 TSecr=80271041
58045,133.064324434,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067143162.0,21930.0,1848.0,[TCP Window Update] 49764  >  443 [ACK] Seq=1848 Ack=21930 Win=131072 Len=0 TSval=3955822310 TSecr=80271041
58046,133.064328121,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067144610.0,23378.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=23378 Win=129600 Len=0 TSval=3955822310 TSecr=80271041
58047,133.064331788,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067146058.0,24826.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=24826 Win=128128 Len=0 TSval=3955822310 TSecr=80271041
58048,133.06433543,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067148954.0,27722.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=27722 Win=125248 Len=0 TSval=3955822310 TSecr=80271041
58049,133.064340324,192.168.0.100,128.135.11.239,TLSv1.3,865,1218330705.0,2418499274.0,1.0,1.0,Client Hello
58050,133.064344229,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067148954.0,27722.0,1848.0,[TCP Window Update] 49764  >  443 [ACK] Seq=1848 Ack=27722 Win=131072 Len=0 TSval=3955822312 TSecr=80271041
58052,133.064975565,128.135.11.239,192.168.0.100,TCP,1594,3067148954.0,1188965281.0,1848.0,27722.0,443  >  49764 [ACK] Seq=27722 Ack=1848 Win=64128 Len=1448 TSval=80271052 TSecr=3955822306 [TCP segment of a reassembled PDU]
58056,133.065919651,128.135.11.239,192.168.0.100,TCP,1594,3067150402.0,1188965281.0,1848.0,29170.0,443  >  49764 [ACK] Seq=29170 Ack=1848 Win=64128 Len=1448 TSval=80271052 TSecr=3955822306 [TCP segment of a reassembled PDU]
58057,133.065938895,128.135.11.239,192.168.0.100,TCP,1594,3067151850.0,1188965281.0,1848.0,30618.0,443  >  49764 [ACK] Seq=30618 Ack=1848 Win=64128 Len=1448 TSval=80271052 TSecr=3955822306 [TCP segment of a reassembled PDU]
58058,133.065943342,128.135.11.239,192.168.0.100,TCP,1594,3067153298.0,1188965281.0,1848.0,32066.0,"443  >  49764 [PSH, ACK] Seq=32066 Ack=1848 Win=64128 Len=1448 TSval=80271052 TSecr=3955822306 [TCP segment of a reassembled PDU]"
58059,133.065949382,128.135.11.239,192.168.0.100,TLSv1.3,1594,3067154746.0,1188965281.0,1848.0,33514.0,Application Data
58060,133.065955002,128.135.11.239,192.168.0.100,TCP,1594,3067156194.0,1188965281.0,1848.0,34962.0,443  >  49764 [ACK] Seq=34962 Ack=1848 Win=64128 Len=1448 TSval=80271052 TSecr=3955822307 [TCP segment of a reassembled PDU]
58061,133.065961198,128.135.11.239,192.168.0.100,TCP,1594,3067157642.0,1188965281.0,1848.0,36410.0,443  >  49764 [ACK] Seq=36410 Ack=1848 Win=64128 Len=1448 TSval=80271052 TSecr=3955822307 [TCP segment of a reassembled PDU]
58062,133.065965598,128.135.11.239,192.168.0.100,TCP,1594,3067159090.0,1188965281.0,1848.0,37858.0,"443  >  49764 [PSH, ACK] Seq=37858 Ack=1848 Win=64128 Len=1448 TSval=80271052 TSecr=3955822307 [TCP segment of a reassembled PDU]"
58066,133.066691504,128.135.11.239,192.168.0.100,TCP,1594,3067160538.0,1188965281.0,1848.0,39306.0,443  >  49764 [ACK] Seq=39306 Ack=1848 Win=64128 Len=1448 TSval=80271052 TSecr=3955822307 [TCP segment of a reassembled PDU]
58067,133.06669781,128.135.11.239,192.168.0.100,TCP,1594,3067161986.0,1188965281.0,1848.0,40754.0,443  >  49764 [ACK] Seq=40754 Ack=1848 Win=64128 Len=1448 TSval=80271052 TSecr=3955822307 [TCP segment of a reassembled PDU]
58068,133.066707629,128.135.11.239,192.168.0.100,TCP,1594,3067163434.0,1188965281.0,1848.0,42202.0,443  >  49764 [ACK] Seq=42202 Ack=1848 Win=64128 Len=1448 TSval=80271052 TSecr=3955822307 [TCP segment of a reassembled PDU]
58069,133.066712171,128.135.11.239,192.168.0.100,TCP,1594,3067164882.0,1188965281.0,1848.0,43650.0,"443  >  49764 [PSH, ACK] Seq=43650 Ack=1848 Win=64128 Len=1448 TSval=80271052 TSecr=3955822307 [TCP segment of a reassembled PDU]"
58070,133.066718504,128.135.11.239,192.168.0.100,TCP,1594,3067166330.0,1188965281.0,1848.0,45098.0,443  >  49764 [ACK] Seq=45098 Ack=1848 Win=64128 Len=1448 TSval=80271053 TSecr=3955822310 [TCP segment of a reassembled PDU]
58071,133.066722824,128.135.11.239,192.168.0.100,TCP,146,1919552869.0,1061708385.0,720.0,1.0,443  >  49765 [ACK] Seq=1 Ack=720 Win=64512 Len=0 TSval=80271053 TSecr=3314162620
58072,133.066727129,128.135.11.239,192.168.0.100,TCP,1594,3067167778.0,1188965281.0,1848.0,46546.0,"443  >  49764 [PSH, ACK] Seq=46546 Ack=1848 Win=64128 Len=1448 TSval=80271053 TSecr=3955822310 [TCP segment of a reassembled PDU]"
58076,133.06690213,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067153298.0,32066.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=32066 Win=128128 Len=0 TSval=3955822316 TSecr=80271052
58077,133.066911576,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067154746.0,33514.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=33514 Win=131072 Len=0 TSval=3955822316 TSecr=80271052
58078,133.06691563,192.168.0.100,128.135.11.239,TCP,146,1188965281.0,3067157642.0,36410.0,1848.0,49764  >  443 [ACK] Seq=1848 Ack=36410 Win=128128 Len=0 TSval=3955822316 TSecr=80271052
58082,133.067744266,128.135.11.239,192.168.0.100,TCP,1594,3067169226.0,1188965281.0,1848.0,47994.0,443  >  49764 [ACK] Seq=47994 Ack=1848 Win=64128 Len=1448 TSval=80271053 TSecr=3955822310 [TCP segment of a reassembled PDU]
58083,133.067756721,128.135.11.239,192.168.0.100,TCP,1594,3067170674.0,1188965281.0,1848.0,49442.0,"443  >  49764 [PSH, ACK] Seq=49442 Ack=1848 Win=64128 Len=1448 TSval=80271053 TSecr=3955822310 [TCP segment of a reassembled PDU]"
58084,133.067761184,128.135.11.239,192.168.0.100,TCP,146,2418499274.0,1218331424.0,720.0,1.0,443  >  49766 [ACK] Seq=1 Ack=720 Win=64512 Len=0 TSval=80271053 TSecr=3939255170
58085,133.067765387,128.135.11.239,192.168.0.100,TLSv1.3,1594,3067172122.0,1188965281.0,1848.0,50890.0,Application Data
58086,133.067771282,128.135.11.239,192.168.0.100,TCP,1594,3067173570.0,1188965281.0,1848.0,52338.0,"443  >  49764 [PSH, ACK] Seq=52338 Ack=1848 Win=64128 Len=1448 TSval=80271053 TSecr=3955822312 [TCP segment of a reassembled PDU]"
